track 1: IDENTIFIED as 28 (REVIEW_REQUIRED, conf=0.62)
track 556: IDENTIFIED as 14 (UNKNOWN, conf=0.45)
track 557: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 560: IDENTIFIED as 28 (CANDIDATE, conf=0.61)
track 561: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 563: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 565: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 566: IDENTIFIED as 16 (LOCKED, conf=0.95)
track 567: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 568: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 569: IDENTIFIED as 14 (UNKNOWN, conf=0.21)
track 570: NOT RECOGNIZED — rejected: extreme yaw x1
track 571: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 572: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 573: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 575: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 577: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 579: IDENTIFIED as 28 (CANDIDATE, conf=0.62)
track 580: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 581: IDENTIFIED as 28 (CANDIDATE, conf=0.58)
track 582: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 585: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 586: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 587: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 588: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 589: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 590: IDENTIFIED as 30 (CANDIDATE, conf=0.47)
track 592: IDENTIFIED as 16 (UNKNOWN, conf=0.45)
track 593: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 594: IDENTIFIED as 30 (UNKNOWN, conf=0.42)
track 595: IDENTIFIED as 28 (CANDIDATE, conf=0.71)
track 596: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 597: IDENTIFIED as 28 (CANDIDATE, conf=0.61)
track 598: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 599: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 600: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 601: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 602: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 604: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 605: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 606: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 607: IDENTIFIED as 02 (UNKNOWN, conf=0.26)
track 608: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 609: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 610: IDENTIFIED as 28 (CANDIDATE, conf=0.60)
track 611: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 612: IDENTIFIED as 23 (UNKNOWN, conf=0.45)
track 613: IDENTIFIED as 28 (CANDIDATE, conf=0.47)
track 614: IDENTIFIED as 28 (CANDIDATE, conf=0.59)
track 616: IDENTIFIED as 16 (LOCKED, conf=0.96)
track 617: NOT RECOGNIZED — rejected: extreme yaw x1
track 618: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 621: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 623: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 624: IDENTIFIED as 30 (UNKNOWN, conf=0.45)
track 628: IDENTIFIED as 02 (UNKNOWN, conf=0.45)
